           1   1.12245417                  NaN
           2   1.12244833       1.68587394E-06
           3   1.12246454       2.65735125E-05
           4   1.12244511       2.63044967E-05
           5   1.12246299       1.44839287E-05
           6   1.12244666       3.37462516E-05
           7   1.12246263       9.08588027E-06
           8   1.12244713       1.58747334E-05
           9   1.12244868       3.03537781E-05
          10   1.12246585       3.46495290E-05
          11   1.12246597       1.91445070E-05
          12   1.12244856       1.95603661E-05
          13   1.12244833       1.53261226E-05
          14   1.12245500       1.59924766E-05
          15   1.12246048       2.20362672E-05
          16   1.12246370       2.52844366E-05
          17   1.12244964       2.94226811E-05
          18   1.12244201       2.34145900E-05
          19   1.12245369       1.79298950E-05
          20   1.12245297       2.42426249E-05
          21   1.12245464       2.22536000E-05
          22   1.12245584       2.25551266E-05
          23   1.12245572       2.10183316E-05
          24   1.12245882       2.23758088E-05
          25   1.12246633       2.61024106E-05
          26   1.12245190       2.18349905E-05
          27   1.12246096       3.34463257E-05
          28   1.12245679       2.77963063E-05
          29   1.12245917       2.53021954E-05
          30   1.12245762       2.83510253E-05
          31   1.12245822       2.79492779E-05
          32   1.12246048       2.62946396E-05
          33   1.12244976       2.85727583E-05
          34   1.12245691       2.24869254E-05
          35   1.12246180       2.45160700E-05
          36   1.12246370       2.19299454E-05
          37   1.12246501       2.91738670E-05
          38   1.12245619       2.39560577E-05
          39   1.12245369       2.03544405E-05
          40   1.12246084       2.44550683E-05
          41   1.12245500       2.33469418E-05
          42   1.12245786       2.32024104E-05
          43   1.12245631       2.20445272E-05
          44   1.07144094      0.338435322    
          45   1.12245989       2.16504686E-05
          46   1.12245286       2.49192981E-05
          47   1.12245440       2.90795670E-05
          48   1.12246013       2.45865485E-05
          49   1.12245643       2.75014991E-05
          50   1.12246013       2.06722143E-05
          51   1.12245429       2.53504659E-05
          52   1.12245750       1.96526671E-05
          53   1.12246025       2.30489295E-05
          54   1.12245488       2.60040815E-05
          55   1.12246144       2.78490679E-05
          56   1.12246835       2.59917961E-05
          57   1.12246156       2.40953577E-05
          58   1.12245917       2.45755127E-05
          59   1.12245798       2.35270181E-05
          60   1.12245429       2.10836060E-05
          61   1.12246287       2.66506231E-05
          62   1.12246037       2.70259734E-05
          63   1.12245440       2.60512224E-05
          64   1.12245584       2.60503948E-05
          65   1.12246037       2.43355862E-05
          66   1.12245393       2.72425150E-05
          67   1.12245429       2.65460185E-05
          68   1.12246096       2.43883824E-05
          69   1.12245774       2.52592545E-05
          70   1.12246037       2.67401883E-05
          71   1.12244940       2.79729738E-05
          72   1.12246096       2.78464267E-05
          73   1.12245941       2.45476076E-05
          74   1.12245166       1.99397600E-05
          75   1.12245250       2.23508850E-05
          76   1.12245977       2.48099786E-05
          77   1.12245262       2.16681965E-05
          78   1.12245846       2.23970583E-05
          79   1.12245905       2.63717648E-05
          80   1.12245250       2.17275938E-05
          81   1.12245786       2.90074404E-05
          82   1.12246048       2.62767517E-05
          83   1.12245655       2.22525705E-05
          84   1.12245381       2.84745711E-05
          85   1.12245560       2.72827947E-05
          86   1.12246275       2.33039300E-05
          87   1.12245798       2.41554444E-05
          88   1.12246048       2.64867740E-05
          89   1.12245440       2.59371864E-05
          90   1.12245762       2.33349383E-05
          91   1.12245607       2.66169245E-05
          92   1.12246060       2.49864497E-05
          93   1.12246239       2.49743862E-05
          94   1.12245572       2.61205405E-05
          95   1.12245953       2.68060321E-05
          96   1.12245393       2.62401445E-05
          97   1.12246072       2.30636342E-05
          98   1.12245941       2.96252128E-05
          99   1.12245905       2.93194316E-05
         100   1.10000992      0.224495739    
