           1   6.68246746E-02   9.97559547    
           2  0.465915322       9.97559547    
           3  0.247927666       9.97559547    
           4 -0.132609129       9.84298611    
           5  -1.93631053E-02   9.82362270    
           6 -0.426245749       9.39737701    
           7 -0.494644821       8.90273190    
           8 -0.152918756       8.74981308    
           9 -0.157756209       8.59205723    
          10 -0.282048285       8.31000900    
          11 -0.366839647       7.94316959    
          12  0.400524497       7.94316959    
          13 -0.113234043       7.82993555    
          14  -5.45177460E-02   7.77541780    
          15  0.161932170       7.77541780    
          16 -0.483891726       7.29152584    
          17  0.150854826       7.29152584    
          18  0.146408796       7.29152584    
          19 -0.177012742       7.11451292    
          20  0.355692387       7.11451292    
          21  -9.87131000E-02   7.01580000    
          22 -0.293125689       6.72267437    
          23  0.468539417       6.72267437    
          24   9.83995199E-02   6.72267437    
          25  0.172980726       6.72267437    
          26  -4.31177020E-02   6.67955685    
          27 -0.169984877       6.50957203    
          28 -0.399617076       6.10995483    
          29  0.255453289       6.10995483    
          30  0.105693221       6.10995483    
          31  0.219047904       6.10995483    
          32  0.397334576       6.10995483    
          33  0.158229113       6.10995483    
          34 -0.349283218       5.76067162    
          35  0.112314880       5.76067162    
          36  0.478660226       5.76067162    
          37  0.499142230       5.76067162    
          38 -0.243202031       5.51746941    
          39   5.08653522E-02   5.51746941    
          40  0.159047484       5.51746941    
          41   5.40050864E-02   5.51746941    
          42  0.477760077       5.51746941    
          43  0.401923299       5.51746941    
          44  0.157924652       5.51746941    
          45  0.228858471       5.51746941    
          46  -9.75447893E-02   5.41992474    
          47  0.428627610       5.41992474    
          48 -0.352164865       5.06775999    
          49  0.174529254       5.06775999    
          50  0.269614279       5.06775999    
          51 -0.160677493       4.90708256    
          52 -0.384181201       4.52290154    
          53  0.114369154       4.52290154    
          54  0.320617139       4.52290154    
          55  0.447094619       4.52290154    
          56  0.231128633       4.52290154    
          57  -2.39610672E-03   4.52050543    
          58 -0.125198305       4.39530706    
          59  -7.84941912E-02   4.31681299    
          60   5.29029965E-02   4.31681299    
          61  0.497919261       4.31681299    
          62  0.490394711       4.31681299    
          63  0.246309638       4.31681299    
          64  0.453759015       4.31681299    
          65 -0.406725347       3.91008759    
          66  0.234023631       3.91008759    
          67  0.251761615       3.91008759    
          68  0.446848452       3.91008759    
          69  0.206176341       3.91008759    
          70  0.313809633       3.91008759    
          71   5.85944653E-02   3.91008759    
          72 -0.438294470       3.47179317    
          73  -1.96192265E-02   3.45217395    
          74   9.76897478E-02   3.45217395    
          75 -0.362468123       3.08970594    
          76   8.73951912E-02   3.08970594    
          77   1.99682117E-02   3.08970594    
          78  0.385878325       3.08970594    
          79 -0.196189880       2.89351606    
          80  0.169657290       2.89351606    
          81  0.164940059       2.89351606    
          82   3.67689133E-03   2.89351606    
          83 -0.238424897       2.65509129    
          84 -0.423440516       2.23165083    
          85 -0.398750365       1.83290052    
          86   4.92656827E-02   1.83290052    
          87 -0.124415100       1.70848536    
          88 -0.484850526       1.22363484    
          89  0.292915404       1.22363484    
          90  0.120877504       1.22363484    
          91  0.273603559       1.22363484    
          92  0.453580737       1.22363484    
          93 -0.385755658       1.22363484    
          94 -0.181537390       1.22363484    
          95   9.68198180E-02   1.22363484    
          96 -0.451847136       1.22363484    
          97 -0.385794222       1.22363484    
          98 -0.284035087       1.22363484    
          99 -0.399426639       1.22363484    
         100 -0.426658213       1.22363484    
           1  -5.66157699E-02   2.41200113    
           2 -0.291632473       2.12036872    
           3   6.69983029E-02   2.12036872    
           4 -0.475687623       1.64468110    
           5  -7.97094703E-02   1.56497169    
           6 -0.102146983       1.46282470    
           7  0.476585388       1.46282470    
           8  0.192605019       1.46282470    
           9 -0.495056689       1.46282470    
          10 -0.370078981       1.09274578    
          11 -0.453222752       1.09274578    
          12  0.339777708       1.09274578    
          13  0.178488791       1.09274578    
          14   8.19507837E-02   1.09274578    
          15  0.233525872       1.09274578    
          16 -0.383957267       1.09274578    
          17  0.340299606       1.09274578    
          18  0.334995925       1.09274578    
          19  0.246536374       1.09274578    
          20  0.343200862       1.09274578    
          21   2.88389921E-02   1.12158477    
          22  0.165484607       1.12158477    
          23  0.230736554       1.12158477    
          24  -8.93957615E-02   1.12158477    
          25 -0.144278407       1.12158477    
          26  0.235377014       1.12158477    
          27  -2.86823511E-02   1.12158477    
          28  -3.73746157E-02   1.12158477    
          29  0.259691656       1.12158477    
          30  0.202459395       1.12158477    
          31 -0.242034197       1.12158477    
          32  0.437704980       1.12158477    
          33  -4.38964367E-02   1.12158477    
          34  0.308489263       1.12158477    
          35  0.408848047       1.12158477    
